Local Time,Real Energy Into the Load
2025-Aug-21 18:00:00.000,3903262
2025-Aug-21 18:15:00.000,3903299
2025-Aug-21 18:30:00.000,3903336
2025-Aug-21 18:45:00.000,3903374
2025-Aug-21 19:00:00.000,3903411
2025-Aug-21 19:15:00.000,3903447
2025-Aug-21 19:30:00.000,3903483
2025-Aug-21 19:45:00.000,3903519
2025-Aug-21 20:00:00.000,3903556
2025-Aug-21 20:15:00.000,3903593
2025-Aug-21 20:30:00.000,3903629
2025-Aug-21 20:45:00.000,3903664
2025-Aug-21 21:00:00.000,3903700
2025-Aug-21 21:15:00.000,3903736
2025-Aug-21 21:30:00.000,3903772
2025-Aug-21 21:45:00.000,3903809
2025-Aug-21 22:00:00.000,3903845
2025-Aug-21 22:15:00.000,3903882
2025-Aug-21 22:30:00.000,3903918
2025-Aug-21 22:45:00.000,3903954
2025-Aug-21 23:00:00.000,3903992
2025-Aug-21 23:15:00.000,3904029
2025-Aug-21 23:30:00.000,3904066
2025-Aug-21 23:45:00.000,3904103
2025-Aug-22 00:00:00.000,3904138
2025-Aug-22 00:15:00.000,3904175
2025-Aug-22 00:30:00.000,3904211
2025-Aug-22 00:45:00.000,3904246
2025-Aug-22 01:00:00.000,3904282
2025-Aug-22 01:15:00.000,3904306
2025-Aug-22 01:30:00.000,3904342
2025-Aug-22 01:45:00.000,3904377
2025-Aug-22 02:00:00.000,3904413
2025-Aug-22 02:15:00.000,3904450
2025-Aug-22 02:30:00.000,3904485
2025-Aug-22 02:45:00.000,3904521
2025-Aug-22 03:00:00.000,3904557
2025-Aug-22 03:15:00.000,3904592
2025-Aug-22 03:30:00.000,3904628
2025-Aug-22 03:45:00.000,3904665
2025-Aug-22 04:00:00.000,3904701
2025-Aug-22 04:15:00.000,3904738
2025-Aug-22 04:30:00.000,3904776
2025-Aug-22 04:45:00.000,3904814
2025-Aug-22 05:00:00.000,3904852
2025-Aug-22 05:15:00.000,3904890
2025-Aug-22 05:30:00.000,3904928
2025-Aug-22 05:45:00.000,3904967
2025-Aug-22 06:00:00.000,3905005
2025-Aug-22 06:15:00.000,3905042
2025-Aug-22 06:30:00.000,3905080
2025-Aug-22 06:45:00.000,3905117
2025-Aug-22 07:00:00.000,3905156
2025-Aug-22 07:15:00.000,3905193
2025-Aug-22 07:30:00.000,3905219
2025-Aug-22 07:45:00.000,3905258
2025-Aug-22 08:00:00.000,3905298
2025-Aug-22 08:15:00.000,3905339
2025-Aug-22 08:30:00.000,3905379
2025-Aug-22 08:45:00.000,3905419
2025-Aug-22 09:00:00.000,3905460
2025-Aug-22 09:15:00.000,3905500
2025-Aug-22 09:30:00.000,3905539
2025-Aug-22 09:45:00.000,3905576
2025-Aug-22 10:00:00.000,3905615
2025-Aug-22 10:15:00.000,3905653
2025-Aug-22 10:30:00.000,3905692
2025-Aug-22 10:45:00.000,3905730
2025-Aug-22 11:00:00.000,3905770
2025-Aug-22 11:15:00.000,3905807
2025-Aug-22 11:30:00.000,3905846
2025-Aug-22 11:45:00.000,3905885
2025-Aug-22 12:00:00.000,3905924
2025-Aug-22 12:15:00.000,3905964
2025-Aug-22 12:30:00.000,3906003
2025-Aug-22 12:45:00.000,3906042
2025-Aug-22 13:00:00.000,3906082
2025-Aug-22 13:15:00.000,3906122
2025-Aug-22 13:30:00.000,3906164
2025-Aug-22 13:45:00.000,3906206
2025-Aug-22 14:00:00.000,3906248
2025-Aug-22 14:15:00.000,3906277
2025-Aug-22 14:30:00.000,3906320
2025-Aug-22 14:45:00.000,3906365
2025-Aug-22 15:00:00.000,3906410
2025-Aug-22 15:15:00.000,3906452
2025-Aug-22 15:30:00.000,3906495
2025-Aug-22 15:45:00.000,3906538
2025-Aug-22 16:00:00.000,3906580
2025-Aug-22 16:15:00.000,3906622
2025-Aug-22 16:30:00.000,3906662
2025-Aug-22 16:45:00.000,3906702
2025-Aug-22 17:00:00.000,3906743
2025-Aug-22 17:15:00.000,3906783
2025-Aug-22 17:30:00.000,3906824
2025-Aug-22 17:45:00.000,3906863
2025-Aug-22 18:00:00.000,3906903
2025-Aug-22 18:15:00.000,3906942
2025-Aug-22 18:30:00.000,3906980
2025-Aug-22 18:45:00.000,3907018
2025-Aug-22 19:00:00.000,3907056
2025-Aug-22 19:15:00.000,3907094
2025-Aug-22 19:30:00.000,3907133
2025-Aug-22 19:45:00.000,3907172
2025-Aug-22 20:00:00.000,3907210
2025-Aug-22 20:15:00.000,3907249
2025-Aug-22 20:30:00.000,3907274
2025-Aug-22 20:45:00.000,3907312
2025-Aug-22 21:00:00.000,3907351
2025-Aug-22 21:15:00.000,3907389
2025-Aug-22 21:30:00.000,3907427
2025-Aug-22 21:45:00.000,3907465
2025-Aug-22 22:00:00.000,3907504
2025-Aug-22 22:15:00.000,3907542
2025-Aug-22 22:30:00.000,3907580
2025-Aug-22 22:45:00.000,3907618
2025-Aug-22 23:00:00.000,3907656
2025-Aug-22 23:15:00.000,3907694
2025-Aug-22 23:30:00.000,3907731
2025-Aug-22 23:45:00.000,3907770
2025-Aug-23 00:00:00.000,3907808
2025-Aug-23 00:15:00.000,3907847
2025-Aug-23 00:30:00.000,3907885
2025-Aug-23 00:45:00.000,3907923
2025-Aug-23 01:00:00.000,3907961
2025-Aug-23 01:15:00.000,3907999
2025-Aug-23 01:30:00.000,3908037
2025-Aug-23 01:45:00.000,3908075
2025-Aug-23 02:00:00.000,3908113
2025-Aug-23 02:15:00.000,3908151
2025-Aug-23 02:30:00.000,3908189
2025-Aug-23 02:45:00.000,3908215
2025-Aug-23 03:00:00.000,3908253
2025-Aug-23 03:15:00.000,3908291
2025-Aug-23 03:30:00.000,3908329
2025-Aug-23 03:45:00.000,3908367
2025-Aug-23 04:00:00.000,3908404
2025-Aug-23 04:15:00.000,3908442
2025-Aug-23 04:30:00.000,3908478
2025-Aug-23 04:45:00.000,3908514
2025-Aug-23 05:00:00.000,3908551
2025-Aug-23 05:15:00.000,3908588
2025-Aug-23 05:30:00.000,3908625
2025-Aug-23 05:45:00.000,3908664
2025-Aug-23 06:00:00.000,3908701
2025-Aug-23 06:15:00.000,3908737
2025-Aug-23 06:30:00.000,3908774
2025-Aug-23 06:45:00.000,3908812
2025-Aug-23 07:00:00.000,3908848
2025-Aug-23 07:15:00.000,3908886
2025-Aug-23 07:30:00.000,3908924
2025-Aug-23 07:45:00.000,3908962
2025-Aug-23 08:00:00.000,3909001
2025-Aug-23 08:15:00.000,3909040
2025-Aug-23 08:30:00.000,3909080
2025-Aug-23 08:45:00.000,3909119
2025-Aug-23 09:00:00.000,3909159
2025-Aug-23 09:15:00.000,3909198
2025-Aug-23 09:30:00.000,3909238
2025-Aug-23 09:45:00.000,3909278
2025-Aug-23 10:00:00.000,3909305
2025-Aug-23 10:15:00.000,3909344
2025-Aug-23 10:30:00.000,3909383
2025-Aug-23 10:45:00.000,3909422
2025-Aug-23 11:00:00.000,3909462
2025-Aug-23 11:15:00.000,3909502
2025-Aug-23 11:30:00.000,3909541
2025-Aug-23 11:45:00.000,3909581
2025-Aug-23 12:00:00.000,3909621
2025-Aug-23 12:15:00.000,3909661
2025-Aug-23 12:30:00.000,3909700
2025-Aug-23 12:45:00.000,3909740
2025-Aug-23 13:00:00.000,3909780
2025-Aug-23 13:15:00.000,3909820
2025-Aug-23 13:30:00.000,3909861
2025-Aug-23 13:45:00.000,3909903
2025-Aug-23 14:00:00.000,3909945
2025-Aug-23 14:15:00.000,3909986
2025-Aug-23 14:30:00.000,3910028
2025-Aug-23 14:45:00.000,3910070
2025-Aug-23 15:00:00.000,3910113
2025-Aug-23 15:15:00.000,3910156
2025-Aug-23 15:30:00.000,3910200
2025-Aug-23 15:45:00.000,3910244
2025-Aug-23 16:00:00.000,3910288
2025-Aug-23 16:15:00.000,3910331
2025-Aug-23 16:30:00.000,3910375
2025-Aug-23 16:45:00.000,3910404
2025-Aug-23 17:00:00.000,3910447
2025-Aug-23 17:15:00.000,3910491
2025-Aug-23 17:30:00.000,3910533
2025-Aug-23 17:45:00.000,3910575
2025-Aug-23 18:00:00.000,3910617
2025-Aug-23 18:15:00.000,3910659
2025-Aug-23 18:30:00.000,3910700
2025-Aug-23 18:45:00.000,3910741
2025-Aug-23 19:00:00.000,3910782
2025-Aug-23 19:15:00.000,3910822
2025-Aug-23 19:30:00.000,3910862
2025-Aug-23 19:45:00.000,3910903
2025-Aug-23 20:00:00.000,3910943
2025-Aug-23 20:15:00.000,3910982
2025-Aug-23 20:30:00.000,3911021
2025-Aug-23 20:45:00.000,3911058
2025-Aug-23 21:00:00.000,3911096
2025-Aug-23 21:15:00.000,3911134
2025-Aug-23 21:30:00.000,3911172
2025-Aug-23 21:45:00.000,3911210
2025-Aug-23 22:00:00.000,3911249
2025-Aug-23 22:15:00.000,3911289
2025-Aug-23 22:30:00.000,3911328
2025-Aug-23 22:45:00.000,3911354
2025-Aug-23 23:00:00.000,3911392
2025-Aug-23 23:15:00.000,3911431
2025-Aug-23 23:30:00.000,3911470
2025-Aug-23 23:45:00.000,3911507
2025-Aug-24 00:00:00.000,3911545
2025-Aug-24 00:15:00.000,3911582
2025-Aug-24 00:30:00.000,3911620
2025-Aug-24 00:45:00.000,3911657
2025-Aug-24 01:00:00.000,3911695
2025-Aug-24 01:15:00.000,3911733
2025-Aug-24 01:30:00.000,3911770
2025-Aug-24 01:45:00.000,3911807
2025-Aug-24 02:00:00.000,3911844
2025-Aug-24 02:15:00.000,3911880
2025-Aug-24 02:30:00.000,3911918
2025-Aug-24 02:45:00.000,3911955
2025-Aug-24 03:00:00.000,3911992
2025-Aug-24 03:15:00.000,3912028
2025-Aug-24 03:30:00.000,3912066
2025-Aug-24 03:45:00.000,3912104
2025-Aug-24 04:00:00.000,3912143
2025-Aug-24 04:15:00.000,3912181
2025-Aug-24 04:30:00.000,3912220
2025-Aug-24 04:45:00.000,3912259
2025-Aug-24 05:00:00.000,3912284
2025-Aug-24 05:15:00.000,3912322
2025-Aug-24 05:30:00.000,3912360
2025-Aug-24 05:45:00.000,3912398
2025-Aug-24 06:00:00.000,3912435
2025-Aug-24 06:15:00.000,3912473
2025-Aug-24 06:30:00.000,3912511
2025-Aug-24 06:45:00.000,3912548
2025-Aug-24 07:00:00.000,3912586
2025-Aug-24 07:15:00.000,3912625
2025-Aug-24 07:30:00.000,3912663
2025-Aug-24 07:45:00.000,3912701
2025-Aug-24 08:00:00.000,3912739
2025-Aug-24 08:15:00.000,3912779
2025-Aug-24 08:30:00.000,3912819
2025-Aug-24 08:45:00.000,3912858
2025-Aug-24 09:00:00.000,3912897
2025-Aug-24 09:15:00.000,3912936
2025-Aug-24 09:30:00.000,3912974
2025-Aug-24 09:45:00.000,3913011
2025-Aug-24 10:00:00.000,3913050
2025-Aug-24 10:15:00.000,3913087
2025-Aug-24 10:30:00.000,3913126
2025-Aug-24 10:45:00.000,3913163
2025-Aug-24 11:00:00.000,3913201
2025-Aug-24 11:15:00.000,3913227
2025-Aug-24 11:30:00.000,3913264
2025-Aug-24 11:45:00.000,3913300
2025-Aug-24 12:00:00.000,3913337
2025-Aug-24 12:15:00.000,3913373
2025-Aug-24 12:30:00.000,3913408
2025-Aug-24 12:45:00.000,3913442
2025-Aug-24 13:00:00.000,3913475
2025-Aug-24 13:15:00.000,3913511
2025-Aug-24 13:30:00.000,3913549
2025-Aug-24 13:45:00.000,3913586
2025-Aug-24 14:00:00.000,3913622
2025-Aug-24 14:15:00.000,3913657
2025-Aug-24 14:30:00.000,3913692
2025-Aug-24 14:45:00.000,3913729
2025-Aug-24 15:00:00.000,3913765
2025-Aug-24 15:15:00.000,3913801
2025-Aug-24 15:30:00.000,3913838
2025-Aug-24 15:45:00.000,3913875
2025-Aug-24 16:00:00.000,3913913
2025-Aug-24 16:15:00.000,3913953
2025-Aug-24 16:30:00.000,3913991
2025-Aug-24 16:45:00.000,3914030
2025-Aug-24 17:00:00.000,3914069
2025-Aug-24 17:15:00.000,3914108
2025-Aug-24 17:30:00.000,3914147
2025-Aug-24 17:45:00.000,3914186
2025-Aug-24 18:00:00.000,3914225
2025-Aug-24 18:15:00.000,3914265
2025-Aug-24 18:30:00.000,3914303
2025-Aug-24 18:45:00.000,3914342
2025-Aug-24 19:00:00.000,3914380
2025-Aug-24 19:15:00.000,3914418
2025-Aug-24 19:30:00.000,3914456
2025-Aug-24 19:45:00.000,3914494
2025-Aug-24 20:00:00.000,3914533
2025-Aug-24 20:15:00.000,3914572
2025-Aug-24 20:30:00.000,3914610
2025-Aug-24 20:45:00.000,3914636
2025-Aug-24 21:00:00.000,3914675
2025-Aug-24 21:15:00.000,3914714
2025-Aug-24 21:30:00.000,3914753
2025-Aug-24 21:45:00.000,3914791
2025-Aug-24 22:00:00.000,3914828
2025-Aug-24 22:15:00.000,3914865
2025-Aug-24 22:30:00.000,3914902
2025-Aug-24 22:45:00.000,3914939
2025-Aug-24 23:00:00.000,3914978
2025-Aug-24 23:15:00.000,3915016
2025-Aug-24 23:30:00.000,3915054
2025-Aug-24 23:45:00.000,3915093
2025-Aug-25 00:00:00.000,3915131
2025-Aug-25 00:15:00.000,3915169
2025-Aug-25 00:30:00.000,3915207
2025-Aug-25 00:45:00.000,3915245
2025-Aug-25 01:00:00.000,3915283
2025-Aug-25 01:15:00.000,3915320
2025-Aug-25 01:30:00.000,3915359
2025-Aug-25 01:45:00.000,3915397
2025-Aug-25 02:00:00.000,3915434
2025-Aug-25 02:15:00.000,3915472
2025-Aug-25 02:30:00.000,3915510
2025-Aug-25 02:45:00.000,3915546
2025-Aug-25 03:00:00.000,3915583
2025-Aug-25 03:15:00.000,3915619
2025-Aug-25 03:30:00.000,3915655
2025-Aug-25 03:45:00.000,3915691
2025-Aug-25 04:00:00.000,3915715
2025-Aug-25 04:15:00.000,3915751
2025-Aug-25 04:30:00.000,3915786
2025-Aug-25 04:45:00.000,3915822
2025-Aug-25 05:00:00.000,3915857
2025-Aug-25 05:15:00.000,3915892
2025-Aug-25 05:30:00.000,3915928
2025-Aug-25 05:45:00.000,3915963
2025-Aug-25 06:00:00.000,3915997
2025-Aug-25 06:15:00.000,3916033
2025-Aug-25 06:30:00.000,3916069
2025-Aug-25 06:45:00.000,3916104
2025-Aug-25 07:00:00.000,3916140
2025-Aug-25 07:15:00.000,3916177
2025-Aug-25 07:30:00.000,3916213
2025-Aug-25 07:45:00.000,3916251
2025-Aug-25 08:00:00.000,3916290
2025-Aug-25 08:15:00.000,3916328
2025-Aug-25 08:30:00.000,3916368
2025-Aug-25 08:45:00.000,3916409
2025-Aug-25 09:00:00.000,3916450
2025-Aug-25 09:15:00.000,3916491
2025-Aug-25 09:30:00.000,3916534
2025-Aug-25 09:45:00.000,3916577
2025-Aug-25 10:00:00.000,3916620
2025-Aug-25 10:15:00.000,3916663
2025-Aug-25 10:30:00.000,3916707
2025-Aug-25 10:45:00.000,3916750
2025-Aug-25 11:00:00.000,3916793
2025-Aug-25 11:15:00.000,3916837
2025-Aug-25 11:30:00.000,3916880
2025-Aug-25 11:45:00.000,3916923
2025-Aug-25 12:00:00.000,3916952
2025-Aug-25 12:15:00.000,3916995
2025-Aug-25 12:30:00.000,3917039
2025-Aug-25 12:45:00.000,3917083
2025-Aug-25 13:00:00.000,3917127
2025-Aug-25 13:15:00.000,3917171
2025-Aug-25 13:30:00.000,3917216
2025-Aug-25 13:45:00.000,3917261
2025-Aug-25 14:00:00.000,3917305
2025-Aug-25 14:15:00.000,3917349
2025-Aug-25 14:30:00.000,3917394
2025-Aug-25 14:45:00.000,3917437
2025-Aug-25 15:00:00.000,3917481
2025-Aug-25 15:15:00.000,3917525
2025-Aug-25 15:30:00.000,3917568
2025-Aug-25 15:45:00.000,3917610
2025-Aug-25 16:00:00.000,3917654
2025-Aug-25 16:15:00.000,3917697
2025-Aug-25 16:30:00.000,3917739
2025-Aug-25 16:45:00.000,3917781
2025-Aug-25 17:00:00.000,3917825
2025-Aug-25 17:15:00.000,3917867
2025-Aug-25 17:30:00.000,3917909
2025-Aug-25 17:45:00.000,3917952
2025-Aug-25 18:00:00.000,3917996
2025-Aug-25 18:15:00.000,3918039
2025-Aug-25 18:30:00.000,3918080
2025-Aug-25 18:45:00.000,3918121
2025-Aug-25 19:00:00.000,3918163
2025-Aug-25 19:15:00.000,3918206
2025-Aug-25 19:30:00.000,3918249
2025-Aug-25 19:45:00.000,3918292
2025-Aug-25 20:00:00.000,3918335
2025-Aug-25 20:15:00.000,3918378
2025-Aug-25 20:30:00.000,3918422
2025-Aug-25 20:45:00.000,3918465
2025-Aug-25 21:00:00.000,3918508
2025-Aug-25 21:15:00.000,3918537
2025-Aug-25 21:30:00.000,3918581
2025-Aug-25 21:45:00.000,3918625
2025-Aug-25 22:00:00.000,3918668
2025-Aug-25 22:15:00.000,3918712
2025-Aug-25 22:30:00.000,3918756
2025-Aug-25 22:45:00.000,3918800
2025-Aug-25 23:00:00.000,3918845
2025-Aug-25 23:15:00.000,3918888
2025-Aug-25 23:30:00.000,3918930
2025-Aug-25 23:45:00.000,3918971
2025-Aug-26 00:00:00.000,3919013
2025-Aug-26 00:15:00.000,3919056
2025-Aug-26 00:30:00.000,3919099
2025-Aug-26 00:45:00.000,3919140
2025-Aug-26 01:00:00.000,3919181
2025-Aug-26 01:15:00.000,3919221
2025-Aug-26 01:30:00.000,3919260
2025-Aug-26 01:45:00.000,3919299
2025-Aug-26 02:00:00.000,3919338
2025-Aug-26 02:15:00.000,3919377
2025-Aug-26 02:30:00.000,3919415
2025-Aug-26 02:45:00.000,3919453
2025-Aug-26 03:00:00.000,3919492
2025-Aug-26 03:15:00.000,3919530
2025-Aug-26 03:30:00.000,3919569
2025-Aug-26 03:45:00.000,3919607
2025-Aug-26 04:00:00.000,3919646
2025-Aug-26 04:15:00.000,3919685
2025-Aug-26 04:30:00.000,3919724
2025-Aug-26 04:45:00.000,3919762
2025-Aug-26 05:00:00.000,3919799
2025-Aug-26 05:15:00.000,3919836
2025-Aug-26 05:30:00.000,3919873
2025-Aug-26 05:45:00.000,3919909
2025-Aug-26 06:00:00.000,3919945
2025-Aug-26 06:15:00.000,3919981
2025-Aug-26 06:30:00.000,3920017
2025-Aug-26 06:45:00.000,3920054
2025-Aug-26 07:00:00.000,3920090
2025-Aug-26 07:15:00.000,3920127
2025-Aug-26 07:30:00.000,3920164
2025-Aug-26 07:45:00.000,3920201
2025-Aug-26 08:00:00.000,3920239
2025-Aug-26 08:15:00.000,3920277
2025-Aug-26 08:30:00.000,3920316
2025-Aug-26 08:45:00.000,3920341
2025-Aug-26 09:00:00.000,3920380
2025-Aug-26 09:15:00.000,3920418
2025-Aug-26 09:30:00.000,3920456
2025-Aug-26 09:45:00.000,3920494
2025-Aug-26 10:00:00.000,3920532
2025-Aug-26 10:15:00.000,3920570
2025-Aug-26 10:30:00.000,3920608
2025-Aug-26 10:45:00.000,3920646
2025-Aug-26 11:00:00.000,3920685
2025-Aug-26 11:15:00.000,3920724
2025-Aug-26 11:30:00.000,3920765
2025-Aug-26 11:45:00.000,3920805
2025-Aug-26 12:00:00.000,3920847
2025-Aug-26 12:15:00.000,3920889
2025-Aug-26 12:30:00.000,3920931
2025-Aug-26 12:45:00.000,3920973
2025-Aug-26 13:00:00.000,3921016
2025-Aug-26 13:15:00.000,3921058
2025-Aug-26 13:30:00.000,3921099
2025-Aug-26 13:45:00.000,3921139
2025-Aug-26 14:00:00.000,3921177
2025-Aug-26 14:15:00.000,3921217
2025-Aug-26 14:30:00.000,3921256
2025-Aug-26 14:45:00.000,3921294
2025-Aug-26 15:00:00.000,3921333
2025-Aug-26 15:15:00.000,3921370
2025-Aug-26 15:30:00.000,3921407
2025-Aug-26 15:45:00.000,3921444
2025-Aug-26 16:00:00.000,3921482
2025-Aug-26 16:15:00.000,3921519
2025-Aug-26 16:30:00.000,3921555
2025-Aug-26 16:45:00.000,3921590
2025-Aug-26 17:00:00.000,3921614
2025-Aug-26 17:15:00.000,3921649
2025-Aug-26 17:30:00.000,3921685
2025-Aug-26 17:45:00.000,3921720
2025-Aug-26 18:00:00.000,3921754
2025-Aug-26 18:15:00.000,3921789
2025-Aug-26 18:30:00.000,3921823
2025-Aug-26 18:45:00.000,3921858
2025-Aug-26 19:00:00.000,3921892
2025-Aug-26 19:15:00.000,3921927
2025-Aug-26 19:30:00.000,3921962
2025-Aug-26 19:45:00.000,3921995
2025-Aug-26 20:00:00.000,3922030
2025-Aug-26 20:15:00.000,3922063
2025-Aug-26 20:30:00.000,3922097
2025-Aug-26 20:45:00.000,3922131
2025-Aug-26 21:00:00.000,3922166
2025-Aug-26 21:15:00.000,3922199
2025-Aug-26 21:30:00.000,3922231
2025-Aug-26 21:45:00.000,3922264
2025-Aug-26 22:00:00.000,3922295
2025-Aug-26 22:15:00.000,3922329
2025-Aug-26 22:30:00.000,3922360
2025-Aug-26 22:45:00.000,3922392
2025-Aug-26 23:00:00.000,3922425
2025-Aug-26 23:15:00.000,3922456
2025-Aug-26 23:30:00.000,3922487
2025-Aug-26 23:45:00.000,3922519
2025-Aug-27 00:00:00.000,3922551
2025-Aug-27 00:15:00.000,3922582
2025-Aug-27 00:30:00.000,3922614
2025-Aug-27 00:45:00.000,3922645
2025-Aug-27 01:00:00.000,3922677
2025-Aug-27 01:15:00.000,3922708
2025-Aug-27 01:30:00.000,3922740
2025-Aug-27 01:45:00.000,3922761
2025-Aug-27 02:00:00.000,3922793
2025-Aug-27 02:15:00.000,3922824
2025-Aug-27 02:30:00.000,3922856
2025-Aug-27 02:45:00.000,3922886
2025-Aug-27 03:00:00.000,3922916
2025-Aug-27 03:15:00.000,3922948
2025-Aug-27 03:30:00.000,3922979
2025-Aug-27 03:45:00.000,3923009
2025-Aug-27 04:00:00.000,3923039
2025-Aug-27 04:15:00.000,3923070
2025-Aug-27 04:30:00.000,3923100
2025-Aug-27 04:45:00.000,3923130
2025-Aug-27 05:00:00.000,3923161
2025-Aug-27 05:15:00.000,3923191
2025-Aug-27 05:30:00.000,3923221
2025-Aug-27 05:45:00.000,3923251
2025-Aug-27 06:00:00.000,3923281
2025-Aug-27 06:15:00.000,3923312
2025-Aug-27 06:30:00.000,3923343
2025-Aug-27 06:45:00.000,3923374
2025-Aug-27 07:00:00.000,3923405
2025-Aug-27 07:15:00.000,3923437
2025-Aug-27 07:30:00.000,3923468
2025-Aug-27 07:45:00.000,3923501
2025-Aug-27 08:00:00.000,3923533
2025-Aug-27 08:15:00.000,3923566
2025-Aug-27 08:30:00.000,3923600
2025-Aug-27 08:45:00.000,3923634
2025-Aug-27 09:00:00.000,3923668
2025-Aug-27 09:15:00.000,3923701
2025-Aug-27 09:30:00.000,3923735
2025-Aug-27 09:45:00.000,3923768
2025-Aug-27 10:00:00.000,3923802
2025-Aug-27 10:15:00.000,3923825
2025-Aug-27 10:30:00.000,3923858
2025-Aug-27 10:45:00.000,3923892
2025-Aug-27 11:00:00.000,3923927
2025-Aug-27 11:15:00.000,3923960
2025-Aug-27 11:30:00.000,3923993
2025-Aug-27 11:45:00.000,3924025
2025-Aug-27 12:00:00.000,3924057
2025-Aug-27 12:15:00.000,3924087
2025-Aug-27 12:30:00.000,3924118
2025-Aug-27 12:45:00.000,3924150
2025-Aug-27 13:00:00.000,3924180
2025-Aug-27 13:15:00.000,3924211
2025-Aug-27 13:30:00.000,3924241
2025-Aug-27 13:45:00.000,3924270
2025-Aug-27 14:00:00.000,3924300
2025-Aug-27 14:15:00.000,3924328
2025-Aug-27 14:30:00.000,3924355
2025-Aug-27 14:45:00.000,3924382
2025-Aug-27 15:00:00.000,3924410
2025-Aug-27 15:15:00.000,3924436
2025-Aug-27 15:30:00.000,3924462
2025-Aug-27 15:45:00.000,3924486
2025-Aug-27 16:00:00.000,3924510
2025-Aug-27 16:15:00.000,3924539
2025-Aug-27 16:30:00.000,3924569
2025-Aug-27 16:45:00.000,3924601
2025-Aug-27 17:00:00.000,3924633
2025-Aug-27 17:15:00.000,3924663
2025-Aug-27 17:30:00.000,3924694
2025-Aug-27 17:45:00.000,3924724
2025-Aug-27 18:00:00.000,3924755
2025-Aug-27 18:15:00.000,3924784
2025-Aug-27 18:30:00.000,3924813
2025-Aug-27 18:45:00.000,3924842
2025-Aug-27 19:00:00.000,3924872
2025-Aug-27 19:15:00.000,3924891
2025-Aug-27 19:30:00.000,3924918
2025-Aug-27 19:45:00.000,3924945
2025-Aug-27 20:00:00.000,3924972
2025-Aug-27 20:15:00.000,3924998
2025-Aug-27 20:30:00.000,3925025
2025-Aug-27 20:45:00.000,3925051
2025-Aug-27 21:00:00.000,3925078
2025-Aug-27 21:15:00.000,3925105
2025-Aug-27 21:30:00.000,3925132
2025-Aug-27 21:45:00.000,3925159
2025-Aug-27 22:00:00.000,3925186
2025-Aug-27 22:15:00.000,3925213
2025-Aug-27 22:30:00.000,3925240
2025-Aug-27 22:45:00.000,3925268
2025-Aug-27 23:00:00.000,3925296
2025-Aug-27 23:15:00.000,3925323
2025-Aug-27 23:30:00.000,3925350
2025-Aug-27 23:45:00.000,3925377
2025-Aug-28 00:00:00.000,3925404
2025-Aug-28 00:15:00.000,3925431
2025-Aug-28 00:30:00.000,3925458
2025-Aug-28 00:45:00.000,3925484
2025-Aug-28 01:00:00.000,3925511
2025-Aug-28 01:15:00.000,3925537
2025-Aug-28 01:30:00.000,3925564
2025-Aug-28 01:45:00.000,3925591
2025-Aug-28 02:00:00.000,3925618
2025-Aug-28 02:15:00.000,3925645
2025-Aug-28 02:30:00.000,3925671
2025-Aug-28 02:45:00.000,3925698
2025-Aug-28 03:00:00.000,3925726
2025-Aug-28 03:15:00.000,3925754
2025-Aug-28 03:30:00.000,3925781
2025-Aug-28 03:45:00.000,3925808
2025-Aug-28 04:00:00.000,3925827
2025-Aug-28 04:15:00.000,3925855
2025-Aug-28 04:30:00.000,3925883
2025-Aug-28 04:45:00.000,3925911
2025-Aug-28 05:00:00.000,3925939
2025-Aug-28 05:15:00.000,3925966
2025-Aug-28 05:30:00.000,3925994
2025-Aug-28 05:45:00.000,3926022
2025-Aug-28 06:00:00.000,3926050
2025-Aug-28 06:15:00.000,3926077
2025-Aug-28 06:30:00.000,3926106
2025-Aug-28 06:45:00.000,3926134
2025-Aug-28 07:00:00.000,3926163
2025-Aug-28 07:15:00.000,3926191
2025-Aug-28 07:30:00.000,3926221
2025-Aug-28 07:45:00.000,3926250
2025-Aug-28 08:00:00.000,3926280
2025-Aug-28 08:15:00.000,3926312
2025-Aug-28 08:30:00.000,3926343
2025-Aug-28 08:45:00.000,3926374
2025-Aug-28 09:00:00.000,3926407
2025-Aug-28 09:15:00.000,3926439
2025-Aug-28 09:30:00.000,3926472
2025-Aug-28 09:45:00.000,3926506
2025-Aug-28 10:00:00.000,3926541
2025-Aug-28 10:15:00.000,3926576
2025-Aug-28 10:30:00.000,3926610
2025-Aug-28 10:45:00.000,3926645
2025-Aug-28 11:00:00.000,3926680
2025-Aug-28 11:15:00.000,3926714
2025-Aug-28 11:30:00.000,3926749
2025-Aug-28 11:45:00.000,3926785
2025-Aug-28 12:00:00.000,3926823
2025-Aug-28 12:15:00.000,3926859
2025-Aug-28 12:30:00.000,3926895
2025-Aug-28 12:45:00.000,3926931
2025-Aug-28 13:00:00.000,3926968
2025-Aug-28 13:15:00.000,3927003
2025-Aug-28 13:30:00.000,3927039
2025-Aug-28 13:45:00.000,3927075
2025-Aug-28 14:00:00.000,3927112
2025-Aug-28 14:15:00.000,3927137
2025-Aug-28 14:30:00.000,3927175
2025-Aug-28 14:45:00.000,3927213
2025-Aug-28 15:00:00.000,3927250
2025-Aug-28 15:15:00.000,3927289
2025-Aug-28 15:30:00.000,3927329
2025-Aug-28 15:45:00.000,3927370
2025-Aug-28 16:00:00.000,3927411
